"Rich Push allows you to create and send engaging experiences by adding HTML and other rich media components to your push notifications. Moving beyond alerts and badge updates, Rich Push takes users into the app while displaying content in a customizable WebKit view. Create branded messages that engage your users with new content and information, all without having to update your app. Learn more about Rich Push - <a href=""%1$s"" target=""_blank"">%1$s</a>","Rich Push permite que você crie e envie experiências engajantes ao adicionar HTML e outros contéudos ricos em suas notificações push. Mova além dos alertas e atualizações de badge, o Rich Push leva os usuários até o app enquanto exibe conteúdo em uma view customizável do WebKit. Crie mensagens com sua marca que faça seus usuários se engajarem com novos conteúdos e informações, tudo sem ter que atualizar o seu app. Aprenda mais sobre o Rich Push- <a href=""%1$s"" target=""_blank"">%1$s</a>"
"SORT BY:","ORGANIZAR POR:"
"Save","Salvar"
"Save As",Salvar Como"
"Save Theme","Salvar Tema"
"Save and Continue Edit","Salvar e Continuar Editando"
"Save and Submit App","Salvar e Enviar o App"
"Save in address book","Salvar no catálogo de endereços"
"Screens:","Telas:"
"Scroll Background Color","Cor de Fundo da Barra de Rolagem"
"Search","Busca"
"Secondary Color","Cor Secundária"
"Secondary Font Color","Cor Secundária da Fonte"
"Select All","Selecionar Tudo"
"Selected product is unavailable.","O produto selecionado está indisponível."
"Sender Information","Informação do Remetente"
"Settings","Configurações"
"Shipped","Enviado"
"Shipping address has been set.","O endereço de envio foi configurado."
"Shipping method has been set.","O método de envio foi configurado."
"Shipping to this address is not possible.","Não é possível o envio para esse endereço."
"Shop","Shop"
"Shopping cart is empty.","O carrinho de compras está vazio."
"Sky Blue","Sky Blue"
"Social Networking","Redes Sociais"
"Some emails were not sent.","Alguns emails não foram enviados."
"Sorry, no payment options are available for this order at this time.","Desculpe, nenhuma opção de pagamento está disponível no momento."
"Specific Countries","Países Específicos"
"Specified address does not exist.","O endereço especificado não existe."
"Specified invalid app code.","Código inválido de app especificado."
"Specified invalid data.","Dado inválido especificado."
"Specified item does not exist in wishlist.","O item especificado não existe na lista de desejos."
"Standard Checkout","Checkout Padrão"
"Standard Checkout uses the checkout methods provided by Magento. Only inline payment methods are supported. (e.g PayPal Direct,  Authorize.Net, etc.)","Checkout Padrão usa apenas os métodos de checkout providos pelo Magent. Apenas métodos de pagamento inline são suportados. (ex PayPal Direct,  Authorize.Net, etc.)"
"Start Date","Data de Início"
"Start Date - Month","Data de Início - Mês"
"Start Date - Year","Data de Início - Ano"
"State/Province","Estado"
"Status","Status"
"Store View","View da Loja"
"Store logo that is displayed on copyright page of app. Preferred size: 100px x 100px.","Logo da loja que é exibido na página de copyright do app. Tamanho sugerido: 100px x 100px."
"Store logo that is displayed on copyright page of app. Preferred size: 200px x 200px.","Logo da loja que é exibido na página de copyright do app. Tamanho sugerido: 200px x 200px."
"Street Address","Endereço"
"Street Address 2","Endereço 2"
"Submission","Envio"
"Submission Fields","Campos de Envio"
"Submission History","Histórico de Envio"
"Submit App","Enviar App"
"Submit App ""%s""","Enviar App ""%s"""
"Submit App failure. %s","Enviar falha de App. %s"
"Submit App failure. Invalid activation key provided","Enviar falha de App. Chave de ativação digitada inválida"
"Submitted","Enviado"
"Subtotal (Excl. Tax)","Subtotal (Excl. Impostos)"
"Subtotal (Incl. Tax)","Subtotal (Incl. Impostos)"
"Summary of Your Review","Sumário da sua Avaliação"
"T-Shirts","T-Shirts"
"Tabs","Abas"
"Tax","Imposto"
"Telephone","Telefone"
"Tell a Friend","Conte para um Amigo"
"Tell a Friend is disabled.","A funcionalidade de Conte para um Amigo está desativada."
"Tell a Friend link has been sent.","O link de Conte para um Amigo foi enviado com sucesso."
"Template","Template"
"Template Content","Conteúdo do Template"
"Template Name","Nome do Template"
"Template creation is allowed only for applications which have device type iPhone, but this kind of applications has not been found.","A criação de templates é permitida apenas para aplicações que possuem o tipo de dispositivo iPhone, mas nenhuma aplicação desse tipo foi encontrada."
"Template does not exist.","O template não existe."
"Template for new AirMail Message does not exist.","O template para a nova mensagem AirMail não existe."
"Template has been deleted.","O template foi deletado."
"Thank you for registering!","Obrigado por se registrar!"
"Thank you for your purchase! ","Obrigado pela sua compra! "
"The Mailbox title will be shown in the More Info tab. To understand more about the title, please <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">click here</a>","O título da caixa de email será exibido na aba Mais Informações. Para saber mais sobre o título, por favor <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">clique aqui</a>"
"The icon that appears in the Android Market. Recommended size: 512px x 512px. Maximum size: 1024 KB.","O ícone exibido no Android Market. Tamanho recomendado: 512px x 512px. Tamanho máximo: 1024 KB."
"Theme configurations are successfully reset.","As configurações de tema foram resetadas com sucesso."
"Theme has been created.","O tema foi criado com sucesso."
"Theme has been delete.","O tema foi deletado com sucesso."
"Theme label can\'t be empty","O rótulo do tema não pode ser vazio"
"Theme label:","Rótulo do tema:"
"Theme name is not set.","O nome do tema não foi configurado."
"There were some problems with the data.","Houveram alguns problemas com os dados."
"This email address was not found in our records.","Esse endereço de email não foi encontrado em nossos registos."
"Title","Título"
"Title bar","Barra de título"
"To activate PayPal MEP payment method activate Express checkout first. ","Para ativar o PayPal MEP você deve primeiro ativar o Checkout Express. "
"Total incl. Tax: %1$s","Total incl. Impostos: %1$s"
"Twitter API","API do Twitter"
"Twitter API Key","Chave de API do Twitter"
"Twitter Secret Key","Chave Secreta do Twitter"
"Unable to cancel queue.","Impossível cancelar a fila."
"Unable to collect cart totals.","Impossível coletar os totais do carrinho."
"Unable to delete queue.","Impossível deletar a fila."
"Unable to find an app to delete.","Impossível encontrar um app para deletar."
"Unable to find template to delete.","Impossível encontrar um template para deletar."
"Unable to get shipping methods list.","Impossível trazer a lista de métodos de envio."
"Unable to initialize MEP Checkout.","Impossível iniciar o Checkout MEP."
"Unable to load application form.","Impossível carregar o formulário de aplicação."
"Unable to load product info.","Impossível carregar a info do produto."
"Unable to place the order.","Impossível realizar o pedido."
"Unable to post the review.","Impossível postar a avaliação."
"Unable to process preview.","Impossível processar o preview."
"Unable to render an order.","Impossível renderizar um pedido."
"Unable to save app.","Impossível salvar o app."
"Unable to save message.","Impossível salvar a mensagem."
"Unable to save shipping address.","Impossível salvar o endereço de envio."
"Unable to save shipping method.","Impossível salvar o método de envio."
"Unable to save template.","Impossível salvar o template."
"Unable to start MEP Checkout.","Impossível iniciar o Checkout MEP."
"Undefined","Indefinido"
"Unknown Error","Erro Indefinido"
"Unknown Error.","Erro Indefinido."
"Unsupported character in path: ""%s""","Caracter não suportado no caminho: ""%s"""
"Unsupported value type received","Tipo de valor recebido não suportado"
"Update Preview","Atualizar Preview"
"Upon receiving these credentials, please fill in the corresponding fields.","Ao receber essas credenciais, por favor preencha os campos correspondentes."
"Urban Airship Push Notification","Notificações Push da Urban Airship"
"Use as my default billing address","Usar como meu endereço padrão de cobrança"
"Use as my default shipping address","Usar como meu endereço padrão de entrega"
"View Details","Ver Detalhes"
"View Gallery","Ver Galeria"
"Website is offline.","O Website está offline."
"Wishlist has been cleared.","A lista de desejos foi limpa com sucesso."
"Wishlist has been updated.","A lista de desejos foi atualizada com sucesso."
"Wishlist has been updated. But there are accrued some errors while updating some items.","A lista de desejos foi atualizada. Mas ocorreram alguns erros ao atualizar alguns dos itens."
"Wrong Ipad background image orientation has been specified: ""%s"".","Orientação inválida especificada da imagem de fundo do Ipad: ""%s""."
"Wrong device type.","Tipo de dispositivo inválido."
"Wrong email format","Formato de email inválido"
"Wrong theme format.","Formato de tema inválido."
"You are already logged in.","Você já está logado."
"You can watch statistics here.","Você pode monitorar as estatísticas aqui."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Você irá receber um email de confirmação do pedido com os detalhes do mesmo e um link para acompanhar o seu progresso."
"Your order # is: %s. ","O # do seu pedido é: %s. "
"Your review has been accepted for moderation.","Seu review foi aceito para moderação."
"Zip/Postal Code","CEP"
"and","e"
"each","cada"
"iPad","iPad"
"iPhone","iPhone"
"save","salvar"
